面包房做了54个面包，第一组买了22个，还剩多少个？	32
男生有22人，女生有21人，一共有多少人？	43
两个小组一共收集了94个矿泉水瓶，第一组收集了34个，第二组收集了多少个？	60
汽车里有41人，中途有13人上车，车上现在还有多少人？	54
小红有28个气球，小芳有24个气球，一共多少个？	52
小军和小丽做灯笼，小军做了21个，小丽做了18个，一共多少个？	39
故事书有74页，小丽第一天看了20页，还剩多少页没有看？	54
羊圈里原来有58只羊，先走了6只，现在还有多少只？	52
小东上午做了58道数学题，下午做的比上午多3道，小东一共做了多少道？	119
小红看故事书，第一天看了42页，第二天看了34页，两天一共看了多少页？	76
小明今年8岁，爸爸今年35岁。爸爸比小明多多少岁？	27
小东今年18岁，妈妈今年46岁。妈妈比小东多多少岁？	28
爸爸、妈妈和哥哥一共掰了77个玉米，我掰了6个，我们家一共掰了多少个玉米？	83
小明种了97个萝卜，送给邻居15个，还剩多少个？	82
会议室里，单人椅有30把，双人椅有8把，一共能坐多少人？	46
食堂运来2车大米，每车50袋，共多少袋？	100
有40人要过河，先过去了30人，还剩多少人？	10
小明买一支钢笔花了8元，买书包的钱是80元，小明一共花了多少钱？	88
小李有43张邮票，小生的邮票比小李多9张， 小生有邮票多少张？	52
小明和爸爸一起去动物园玩，爸爸买票70元，小明买票20元，爸爸比小明多花多少元？	50
我有50元，要买一件29元的衣服，还剩多少元？	21
小明、小强参加比赛，小明得分92分，小强得分87分，小明比小强多得多少分？	5
两个球队比赛，一号队共进81分，二号队得分91分，一号比二号少多少分？	10
小明今年8岁，爸爸的年龄比小明多24岁，爸爸是多少岁？	32
小刚存了43元，小兵存的比小刚少3元，小兵存了多少钱？	40
小红、小芳要折80只纸鹤，她们已经折了51只，还要折多少只？	29
丫丫买了一本书50元，他弟弟买了一本书50元，他们一共花了多少钱？	100
2个人做了43个风车，小明做了20个，另外一个人做了多少个？	23
50棵白菜，一个筐装了30棵，另一个筐要装多少？	20
一条船上坐44人，另一条船坐55人，共多少人？	99
12元能买3辆小汽车，要买5辆小汽车要多少元？	20
有2箱水，每箱有35瓶，共多少瓶？	70
1张纸可以做8朵花，另一张纸能做20朵，一共做多少朵？	28
同学们去公园划船，一共58人，第一条船有30人，还有多少人没坐？	28
张姨用80元买了双鞋，70元买了个包，鞋比包贵多少元？	10
王老师买跳绳用了40元，买皮球用了46元，共花了多少钱？	86
小红第一天做27朵红花，第二天做了39朵，一共做了多少朵？	66
妈妈买了1个茶杯用去24元，爸爸买了1个碗用去36元。碗比茶杯贵多少？	12
25人用一条船过河，第一次坐13人，第二次要做多少人？	12
有40只小兔，小猴的比小兔多13只，小猴有多少只？	53
大象一个月吃了36个香蕉，猴子一个月吃了41个香蕉，他们一共吃了多少香蕉？	77
一本故事书78页，小红看40页，还要看多少页？	38
小东和小明一共有20元，小东有4元，小明有多少钱？	16
小朋友吃早餐，每9人坐一张桌子，要坐2张桌子，一共有多少人？	18
妈妈买了1盒彩笔，共19支，用去了15支，还剩多少支？	4
小明和小红写字，小明写了83个，小红写了74个，谁写得多？多几个？	小明，9
小明和小红写字，小明写了53个，小红写了41个，两人一共写了多少个	94
操场上有72人要排两行，一行排41个人，另一行需要排多少人？	31
有84张画，一间教室挂了41张，还有多少张？	43
同学们要做57个灯笼,已做好18个，还要做多少个？	39
从花上飞走了36只蝴蝶，又飞走了25只，两次飞走了多少只？	61
飞机场上有75架飞机，飞走了63架，现在机场上有飞机多少架？	12
小苹种43盆红花，又种了同样多的黄花，两种花共多少盆？	86
学校原有25瓶胶水，又买回19瓶，现在有多少瓶？	44
小强家有36个苹果，吃了9个，还有多少个？	27
汽车总站有33辆汽车，开走了13辆，还有几辆？	20
小朋友做剪纸 ，用了24张红纸，又用了同样多的黄纸，他们用了多少张纸？	48
马场上有39匹马，又来了52匹，现在马场上有多少匹？	91
